Currency,Cash (Sell),Cash (Buy),Transfer (Sell),Transfer (Buy),Date,Currency_cleaned
CNY¥,11.3464,10.9464,11.2464,11.0464,02/08/2020,CNY¥
UAE DIRHAM,20.9880,20.8880,20.9680,20.9080,02/08/2020,UAE DIRHAM
SAUDI RIYAL,20.4715,20.3715,20.4515,20.3915,02/08/2020,SAUDI RIYAL
USD$,77.0750,76.8750,77.0250,76.9250,02/09/2020,USD$
EURO€,84.6500,84.0500,84.4800,84.2200,02/09/2020,EURO€
POUND£,99.2125,98.4125,98.9625,98.6625,02/09/2020,POUND£
SWISS₣,78.1250,77.6250,77.9750,77.7750,02/09/2020,SWISS₣
INDIAN Rs.,1.0950,1.0850,1.0920,1.0880,02/09/2020,INDIAN Rs.
PAKISTAN Rs.,0.4956,0.4876,0.4926,0.4906,02/09/2020,PAKISTAN Rs.
IRAN Toman,0.0060,0.0054,0.0059,0.0055,02/09/2020,IRAN Toman
CNY¥,11.3333,10.9333,11.2333,11.0333,02/09/2020,CNY¥
UAE DIRHAM,20.9375,20.8375,20.9175,20.8575,02/09/2020,UAE DIRHAM
SAUDI RIYAL,20.4375,20.3375,20.4175,20.3575,02/09/2020,SAUDI RIYAL
USD$,77.2240,77.0240,77.1740,77.0740,02/10/2020,USD$
EURO€,84.7750,84.1750,84.6050,84.3450,02/10/2020,EURO€
POUND£,99.3929,98.5929,99.1429,98.8429,02/10/2020,POUND£
SWISS₣,78.4167,77.9167,78.2667,78.0667,02/10/2020,SWISS₣
INDIAN Rs.,1.0920,1.0820,1.0890,1.0850,02/10/2020,INDIAN Rs.
PAKISTAN Rs.,0.4969,0.4889,0.4939,0.4919,02/10/2020,PAKISTAN Rs.
IRAN Toman,0.0060,0.0054,0.0059,0.0055,02/10/2020,IRAN Toman
CNY¥,11.2875,10.8875,11.1875,10.9875,02/10/2020,CNY¥
UAE DIRHAM,20.9313,20.8313,20.9113,20.8513,02/10/2020,UAE DIRHAM
SAUDI RIYAL,20.4600,20.3600,20.4400,20.3800,02/10/2020,SAUDI RIYAL
USD$,77.3600,77.1600,77.3100,77.2100,02/11/2020,USD$
EURO€,85.3100,84.7100,85.1400,84.8800,02/11/2020,EURO€
POUND£,100.6300,99.8300,100.3800,100.0800,02/11/2020,POUND£
SWISS₣,78.5500,78.0500,78.4000,78.2000,02/11/2020,SWISS₣
INDIAN Rs.,1.0950,1.0850,1.0920,1.0880,02/11/2020,INDIAN Rs.
PAKISTAN Rs.,0.4980,0.4900,0.4950,0.4930,02/11/2020,PAKISTAN Rs.
IRAN Toman,0.0060,0.0054,0.0059,0.0055,02/11/2020,IRAN Toman
CNY¥,11.3313,10.9313,11.2313,11.0313,02/11/2020,CNY¥
UAE DIRHAM,21.0542,20.9542,21.0342,20.9742,02/11/2020,UAE DIRHAM
SAUDI RIYAL,20.4750,20.3750,20.4550,20.3950,02/11/2020,SAUDI RIYAL
USD$,77.3310,77.1310,77.2810,77.1810,02/12/2020,USD$
EURO€,84.6800,84.0800,84.5100,84.2500,02/12/2020,EURO€
POUND£,99.5400,98.7400,99.2900,98.9900,02/12/2020,POUND£
SWISS₣,78.3900,77.8900,78.2400,78.0400,02/12/2020,SWISS₣
INDIAN Rs.,1.0950,1.0850,1.0920,1.0880,02/12/2020,INDIAN Rs.
PAKISTAN Rs.,0.4984,0.4904,0.4954,0.4934,02/12/2020,PAKISTAN Rs.
IRAN Toman,0.0059,0.0053,0.0058,0.0054,02/12/2020,IRAN Toman
CNY¥,11.2770,10.8770,11.1770,10.9770,02/12/2020,CNY¥
UAE DIRHAM,21.0350,20.9350,21.0150,20.9550,02/12/2020,UAE DIRHAM
SAUDI RIYAL,20.5050,20.4050,20.4850,20.4250,02/12/2020,SAUDI RIYAL
USD$,77.2513,77.0513,77.2013,77.1013,02/13/2020,USD$
EURO€,84.9875,84.3875,84.8175,84.5575,02/13/2020,EURO€
POUND£,99.6500,98.8500,99.4000,99.1000,02/13/2020,POUND£
SWISS₣,78.4000,77.9000,78.2500,78.0500,02/13/2020,SWISS₣
INDIAN Rs.,1.0925,1.0825,1.0895,1.0855,02/13/2020,INDIAN Rs.
PAKISTAN Rs.,0.4989,0.4909,0.4959,0.4939,02/13/2020,PAKISTAN Rs.
IRAN Toman,0.0059,0.0053,0.0058,0.0054,02/13/2020,IRAN Toman
CNY¥,11.2667,10.8667,11.1667,10.9667,02/13/2020,CNY¥
UAE DIRHAM,21.0375,20.9375,21.0175,20.9575,02/13/2020,UAE DIRHAM
SAUDI RIYAL,20.5000,20.4000,20.4800,20.4200,02/13/2020,SAUDI RIYAL
USD$,77.1313,76.9313,77.0813,76.9813,02/16/2020,USD$
EURO€,84.7000,84.1000,84.5300,84.2700,02/16/2020,EURO€
POUND£,99.9667,99.1667,99.7167,99.4167,02/16/2020,POUND£
SWISS₣,78.3750,77.8750,78.2250,78.0250,02/16/2020,SWISS₣
INDIAN Rs.,1.0967,1.0867,1.0937,1.0897,02/16/2020,INDIAN Rs.
PAKISTAN Rs.,0.4983,0.4903,0.4953,0.4933,02/16/2020,PAKISTAN Rs.
IRAN Toman,0.0059,0.0053,0.0058,0.0054,02/16/2020,IRAN Toman
CNY¥,11.2750,10.8750,11.1750,10.9750,02/16/2020,CNY¥
UAE DIRHAM,21.0950,20.9950,21.0750,21.0150,02/16/2020,UAE DIRHAM
SAUDI RIYAL,20.4600,20.3600,20.4400,20.3800,02/16/2020,SAUDI RIYAL
USD$,76.9393,76.7393,76.8893,76.7893,02/17/2020,USD$
EURO€,83.7625,83.1625,83.5925,83.3325,02/17/2020,EURO€
POUND£,99.8438,99.0438,99.5938,99.2938,02/17/2020,POUND£
SWISS₣,77.6750,77.1750,77.5250,77.3250,02/17/2020,SWISS₣
INDIAN Rs.,1.0896,1.0796,1.0866,1.0826,02/17/2020,INDIAN Rs.
PAKISTAN Rs.,0.4976,0.4896,0.4946,0.4926,02/17/2020,PAKISTAN Rs.
IRAN Toman,0.0060,0.0054,0.059,0.0055,02/17/2020,IRAN Toman
CNY¥,11.3708,10.9708,11.2708,11.0728,02/17/2020,CNY¥
UAE DIRHAM,20.9844,20.8844,20.9644,20.9044,02/17/2020,UAE DIRHAM
SAUDI RIYAL,20.4750,20.3750,20.4550,20.3950,02/17/2020,SAUDI RIYAL
USD$,77.1371,76.9371,77.0871,76.9871,02/18/2020,USD$
EURO€,83.7673,83.1673,83.5973,83.3373,02/18/2020,EURO€
POUND£,99.9036,99.1036,99.6536,99.3536,02/18/2020,POUND£
SWISS₣,77.9115,77.4115,77.7615,77.5615,02/18/2020,SWISS₣
INDIAN Rs.,1.0924,1.0824,1.0894,1.0854,02/18/2020,INDIAN Rs.
PAKISTAN Rs.,0.4984,0.4904,0.4954,0.4934,02/18/2020,PAKISTAN Rs.
IRAN Toman,0.0059,0.0053,0.0058,0.0054,02/18/2020,IRAN Toman
CNY¥,11.2531,10.8531,11.1531,10.9531,02/18/2020,CNY¥
UAE DIRHAM,20.9788,20.8788,20.9588,20.8988,02/18/2020,UAE DIRHAM
SAUDI RIYAL,20.4729,20.3729,20.4529,20.3929,02/18/2020,SAUDI RIYAL
USD$,77.0794,76.8794,77.0294,76.9294,02/19/2020,USD$
EURO€,83.9313,83.3313,83.7613,83.5013,02/19/2020,EURO€
POUND£,99.8375,99.0375,99.5875,99.2875,02/19/2020,POUND£
SWISS₣,77.7571,77.2571,77.6071,77.4071,02/19/2020,SWISS₣
INDIAN Rs.,1.0981,1.0881,1.0951,1.0911,02/19/2020,INDIAN Rs.
PAKISTAN Rs.,0.4994,0.4914,0.4964,0.4944,02/19/2020,PAKISTAN Rs.
IRAN Toman,0.0059,0.0053,0.0058,0.0054,02/19/2020,IRAN Toman
CNY¥,11.1536,10.7536,11.0536,10.8536,02/19/2020,CNY¥
UAE DIRHAM,20.8913,20.7913,20.8713,20.8113,02/19/2020,UAE DIRHAM
SAUDI RIYAL,20.5083,20.4083,20.4883,20.4283,02/19/2020,SAUDI RIYAL
USD$,77.2136,77.0136,77.1636,77.0636,02/20/2020,USD$
EURO€,83.8944,83.2944,83.7244,83.4644,02/20/2020,EURO€
POUND£,99.5139,98.7139,99.2639,98.9639,02/20/2020,POUND£
SWISS₣,77.9861,77.4861,77.8361,77.6361,02/20/2020,SWISS₣
INDIAN Rs.,1.0966,1.0866,1.0936,1.0896,02/20/2020,INDIAN Rs.
PAKISTAN Rs.,0.4991,0.4911,0.4961,0.4941,02/20/2020,PAKISTAN Rs.
IRAN Toman,0.0058,0.0052,0.0057,0.0053,02/20/2020,IRAN Toman
CNY¥,11.1458,10.7458,11.0458,10.8458,02/20/2020,CNY¥
UAE DIRHAM,20.9944,20.8944,20.9744,20.9144,02/20/2020,UAE DIRHAM
SAUDI RIYAL,20.5194,20.4194,20.4994,20.4394,02/20/2020,SAUDI RIYAL
USD$,77.1819,76.9819,77.1319,77.0319,02/22/2020,USD$
EURO€,83.8528,83.2528,83.6828,83.4228,02/22/2020,EURO€
POUND£,99.8500,99.0500,99.6000,99.3000,02/22/2020,POUND£
SWISS₣,78.0000,77.5000,77.8500,77.6500,02/22/2020,SWISS₣
INDIAN Rs.,1.0879,1.0779,1.0849,1.0809,02/22/2020,INDIAN Rs.
PAKISTAN Rs.,0.4994,0.4914,0.4964,0.4944,02/22/2020,PAKISTAN Rs.
IRAN Toman,0.0059,0.0053,0.0058,0.0054,02/22/2020,IRAN Toman
CNY¥,11.2786,10.8786,11.1786,10.9786,02/22/2020,CNY¥
UAE DIRHAM,21.0889,20.9889,21.0689,21.0089,02/22/2020,UAE DIRHAM
SAUDI RIYAL,20.5500,20.4500,20.5300,20.4700,02/22/2020,SAUDI RIYAL
USD$,77.0614,76.8614,77.0114,76.9114,02/23/2020,USD$
EURO€,83.8929,83.2929,83.7229,83.4629,02/23/2020,EURO€
POUND£,99.6536,98.8536,99.4036,99.1036,02/23/2020,POUND£
SWISS₣,77.9000,77.4000,77.7500,77.5500,02/23/2020,SWISS₣
INDIAN Rs.,1.0945,1.0845,1.0915,1.0875,02/23/2020,INDIAN Rs.
PAKISTAN Rs.,0.4982,0.4902,0.4952,0.4932,02/23/2020,PAKISTAN Rs.
IRAN Toman,0.0056,0.0050,0.0055,0.0051,02/23/2020,IRAN Toman
CNY¥,10.9917,10.5917,10.8917,10.6917,02/23/2020,CNY¥
UAE DIRHAM,20.9714,20.8714,20.9514,20.8914,02/23/2020,UAE DIRHAM
SAUDI RIYAL,20.5083,20.4083,20.4883,20.4283,02/23/2020,SAUDI RIYAL
USD$,76.9643,76.7643,76.9143,76.8143,02/24/2020,USD$
EURO€,83.9500,83.3500,83.7800,83.5200,02/24/2020,EURO€
POUND£,99.2667,98.4667,99.0167,98.7167,02/24/2020,POUND£
SWISS₣,78.0714,77.5714,77.9214,77.7214,02/24/2020,SWISS₣
INDIAN Rs.,1.0925,1.0825,1.0895,1.0855,02/24/2020,INDIAN Rs.
PAKISTAN Rs.,0.4985,0.4905,0.4955,0.4935,02/24/2020,PAKISTAN Rs.
IRAN Toman,0.0056,0.0050,0.0055,0.0051,02/24/2020,IRAN Toman
CNY¥,11.2771,10.8771,11.1771,10.9771,02/24/2020,CNY¥
UAE DIRHAM,21.0250,20.9250,21.0050,20.9450,02/24/2020,UAE DIRHAM
SAUDI RIYAL,20.5000,20.4000,20.4800,20.4200,02/24/2020,SAUDI RIYAL
USD$,76.8625,76.6625,76.8125,76.7125,02/25/2020,USD$
EURO€,83.6000,83.0000,83.4300,83.1700,02/25/2020,EURO€
POUND£,99.1625,98.3625,98.9125,98.6125,02/25/2020,POUND£
SWISS₣,77.8333,77.3333,77.6833,77.4833,02/25/2020,SWISS₣
INDIAN Rs.,1.0942,1.0842,1.0912,1.0872,02/25/2020,INDIAN Rs.
PAKISTAN Rs.,0.4979,0.4899,0.4949,0.4929,02/25/2020,PAKISTAN Rs.
IRAN Toman,0.0055,0.0049,0.0054,0.0050,02/25/2020,IRAN Toman
CNY¥,11.1917,10.7917,11.0917,10.8917,02/25/2020,CNY¥
UAE DIRHAM,20.9600,20.8600,20.9400,20.8800,02/25/2020,UAE DIRHAM
SAUDI RIYAL,20.4500,20.3500,20.4300,20.3700,02/25/2020,SAUDI RIYAL
USD$,76.3056,76.1056,76.2556,76.1556,02/26/2020,USD$
EURO€,83.2650,82.6650,83.0950,82.8350,02/26/2020,EURO€
POUND£,99.6050,98.8050,99.3550,99.0550,02/26/2020,POUND£
SWISS₣,77.7900,77.2900,77.6400,77.4400,02/26/2020,SWISS₣
INDIAN Rs.,1.0836,1.0736,1.0806,1.0766,02/26/2020,INDIAN Rs.
PAKISTAN Rs.,0.4953,0.4873,0.4923,0.4903,02/26/2020,PAKISTAN Rs.
IRAN Toman,0.0055,0.0049,0.0054,0.0050,02/26/2020,IRAN Toman
CNY¥,11.0583,10.6583,10.9583,10.7583,02/26/2020,CNY¥
UAE DIRHAM,20.8563,20.7563,20.8363,20.7763,02/26/2020,UAE DIRHAM
SAUDI RIYAL,20.3675,20.2675,20.3475,20.2875,02/26/2020,SAUDI RIYAL
USD$,75.9833,75.7833,75.9333,75.8333,02/27/2020,USD$
EURO€,82.9000,82.3000,82.7300,82.4700,02/27/2020,EURO€
POUND£,98.2571,97.4571,98.0071,97.7071,02/27/2020,POUND£
SWISS₣,77.3357,76.8357,77.1857,76.9857,02/27/2020,SWISS₣
INDIAN Rs.,1.0749,1.0649,1.0719,1.0679,02/27/2020,INDIAN Rs.
PAKISTAN Rs.,0.4941,0.4861,0.4911,0.4891,02/27/2020,PAKISTAN Rs.
IRAN Toman,0.0053,0.0047,0.0052,0.0048,02/27/2020,IRAN Toman
CNY¥,10.2742,9.8742,10.1742,9.9742,02/27/2020,CNY¥
UAE DIRHAM,20.7889,20.6889,20.7689,20.7089,02/27/2020,UAE DIRHAM
SAUDI RIYAL,20.2278,20.1278,20.2078,20.1478,02/27/2020,SAUDI RIYAL
USD$,75.1125,74.9125,75.0625,74.9625,02/29/2020,USD$
EURO€,83.0357,82.4357,82.8657,82.6057,02/29/2020,EURO€
POUND£,96.3417,95.5417,96.0917,95.7917,02/29/2020,POUND£
SWISS₣,77.1286,76.6286,76.9786,76.7786,02/29/2020,SWISS₣
INDIAN Rs.,1.0633,1.0533,1.0603,1.0563,02/29/2020,INDIAN Rs.
PAKISTAN Rs.,0.4902,0.4822,0.4872,0.4852,02/29/2020,PAKISTAN Rs.
IRAN Toman,0.0053,0.0047,0.0052,0.0048,02/29/2020,IRAN Toman
CNY¥,11.0500,10.6500,10.9500,10.7500,02/29/2020,CNY¥
UAE DIRHAM,20.6344,20.5344,20.6144,20.5544,02/29/2020,UAE DIRHAM
SAUDI RIYAL,20.0813,19.9813,20.0613,20.0013,02/29/2020,SAUDI RIYAL
USD$,74.8833,74.6833,74.8333,74.7333,03/01/2020,USD$
EURO€,82.1917,81.5917,82.0217,81.7617,03/01/2020,EURO€
POUND£,95.2333,94.4333,94.9833,94.6833,03/01/2020,POUND£
SWISS₣,76.1125,75.6125,75.9625,75.7625,03/01/2020,SWISS₣
INDIAN Rs.,1.0498,1.0398,1.0468,1.0428,03/01/2020,INDIAN Rs.
PAKISTAN Rs.,0.4863,0.4783,0.4833,0.4813,03/01/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/01/2020,IRAN Toman
CNY¥,10.6850,10.2850,10.5850,10.3850,03/01/2020,CNY¥
UAE DIRHAM,20.3700,20.2700,20.3500,20.2900,03/01/2020,UAE DIRHAM
SAUDI RIYAL,19.8107,19.7107,19.7907,19.7307,03/01/2020,SAUDI RIYAL
USD$,75.7072,75.5072,75.6572,75.5572,03/02/2020,USD$
EURO€,83.0250,82.4250,82.8550,82.5950,03/02/2020,EURO€
POUND£,95.7286,94.9286,95.4786,95.1786,03/02/2020,POUND£
SWISS₣,77.0063,76.5063,76.8563,76.6563,03/02/2020,SWISS₣
INDIAN Rs.,1.0719,1.0619,1.0689,1.0649,03/02/2020,INDIAN Rs.
PAKISTAN Rs.,0.4892,0.4812,0.4862,0.4842,03/02/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/02/2020,IRAN Toman
CNY¥,11.0167,10.6167,10.9167,10.7167,03/02/2020,CNY¥
UAE DIRHAM,20.6556,20.5556,20.6356,20.5756,03/02/2020,UAE DIRHAM
SAUDI RIYAL,20.0806,19.9806,20.0606,20.0006,03/02/2020,SAUDI RIYAL
USD$,76.5563,76.3563,76.5063,76.4063,03/03/2020,USD$
EURO€,83.8375,83.2375,83.6675,83.4075,03/03/2020,EURO€
POUND£,96.5500,95.7500,96.3000,96.0000,03/03/2020,POUND£
SWISS₣,77.4900,76.9900,77.3400,77.1400,03/03/2020,SWISS₣
INDIAN Rs.,1.0633,1.0533,1.0603,1.0563,03/03/2020,INDIAN Rs.
PAKISTAN Rs.,0.4965,0.4885,0.4935,0.4915,03/03/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/03/2020,IRAN Toman
CNY¥,11.1667,10.7667,11.0667,10.8667,03/03/2020,CNY¥
UAE DIRHAM,20.6821,20.5821,20.6621,20.6021,03/03/2020,UAE DIRHAM
SAUDI RIYAL,20.1656,20.0656,20.1456,20.0856,03/03/2020,SAUDI RIYAL
USD$,76.1389,75.9389,76.0889,75.9889,03/04/2020,USD$
EURO€,84.6938,84.0938,84.5238,84.2638,03/04/2020,EURO€
POUND£,97.0875,96.2875,96.8375,96.5375,03/04/2020,POUND£
SWISS₣,77.8167,77.3167,77.6667,77.4667,03/04/2020,SWISS₣
INDIAN Rs.,1.0734,1.0634,1.0704,1.0664,03/04/2020,INDIAN Rs.
PAKISTAN Rs.,0.4942,0.4862,0.4912,0.4892,03/04/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/04/2020,IRAN Toman
CNY¥,11.0313,10.6313,10.9313,10.7313,03/04/2020,CNY¥
UAE DIRHAM,20.7075,20.6075,20.6875,20.6275,03/04/2020,UAE DIRHAM
SAUDI RIYAL,20.2050,20.1050,20.1850,20.1250,03/04/2020,SAUDI RIYAL
USD$,76.2045,76.0045,76.1545,76.0545,03/05/2020,USD$
EURO€,84.4650,83.8650,84.2950,84.0350,03/05/2020,EURO€
POUND£,96.9864,96.1864,96.7364,96.4364,03/05/2020,POUND£
SWISS₣,77.4778,76.9778,77.3278,77.1278,03/05/2020,SWISS₣
INDIAN Rs.,1.0739,1.0639,1.0709,1.0669,03/05/2020,INDIAN Rs.
PAKISTAN Rs.,0.4871,0.4791,0.4841,0.4821,03/05/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/05/2020,IRAN Toman
CNY¥,11.0208,10.6208,10.9208,10.7208,03/05/2020,CNY¥
UAE DIRHAM,20.7386,20.6386,20.7186,20.6586,03/05/2020,UAE DIRHAM
SAUDI RIYAL,20.1833,20.0833,20.1633,20.1033,03/05/2020,SAUDI RIYAL
USD$,75.8300,75.6300,75.7800,75.6800,03/07/2020,USD$
EURO€,84.8400,84.2400,84.6700,84.4100,03/07/2020,EURO€
POUND£,99.0167,98.2167,98.7667,98.4667,03/07/2020,POUND£
SWISS₣,77.9167,77.4167,77.7667,77.5667,03/07/2020,SWISS₣
INDIAN Rs.,1.0625,1.0525,1.0595,1.0555,03/07/2020,INDIAN Rs.
PAKISTAN Rs.,0.4940,0.4860,0.4910,0.4890,03/07/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/07/2020,IRAN Toman
CNY¥,11.1833,10.7833,11.0833,10.8833,03/07/2020,CNY¥
UAE DIRHAM,20.7150,20.6150,20.6950,20.6350,03/07/2020,UAE DIRHAM
SAUDI RIYAL,20.1607,20.0607,20.1407,20.0807,03/07/2020,SAUDI RIYAL
USD$,76.1100,75.9100,76.0600,75.9600,03/08/2020,USD$
EURO€,84.9667,84.3667,84.7967,84.5367,03/08/2020,EURO€
POUND£,98.4583,97.6583,98.2083,97.9083,03/08/2020,POUND£
SWISS₣,78.2900,77.7900,78.1400,77.9400,03/08/2020,SWISS₣
INDIAN Rs.,1.0590,1.0490,1.0560,1.0520,03/08/2020,INDIAN Rs.
PAKISTAN Rs.,0.4933,0.4853,0.4903,0.4883,03/08/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/08/2020,IRAN Toman
CNY¥,11.1688,10.7688,11.0688,10.8688,03/08/2020,CNY¥
UAE DIRHAM,20.6333,20.5333,20.6133,20.5533,03/08/2020,UAE DIRHAM
SAUDI RIYAL,20.1083,20.0083,20.0883,20.0283,03/08/2020,SAUDI RIYAL
USD$,76.2600,76.0600,76.2100,76.1100,03/10/2020,USD$
EURO€,85.8250,85.2250,85.6550,85.3950,03/10/2020,EURO€
POUND£,98.9000,98.1000,98.6500,98.3500,03/10/2020,POUND£
SWISS₣,78.8750,78.3750,78.7250,78.5250,03/10/2020,SWISS₣
INDIAN Rs.,1.0688,1.0588,1.0658,1.0618,03/10/2020,INDIAN Rs.
PAKISTAN Rs.,0.4929,0.4849,0.4899,0.4879,03/10/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/10/2020,IRAN Toman
CNY¥,11.02500,10.8500,11.1500,10.9500,03/10/2020,CNY¥
UAE DIRHAM,20.7200,20.6200,20.7000,20.6400,03/10/2020,UAE DIRHAM
SAUDI RIYAL,20.1938,20.0938,20.1738,20.1138,03/10/2020,SAUDI RIYAL
USD$,76.1557,75.9557,76.1057,76.0057,03/11/2020,USD$
EURO€,85.5214,84.9214,85.3514,85.0914,03/11/2020,EURO€
POUND£,98.0333,97.2333,97.7833,97.4833,03/11/2020,POUND£
SWISS₣,77.5542,77.0542,77.4042,77.2042,03/11/2020,SWISS₣
INDIAN Rs.,1.0545,1.0445,1.0515,1.0475,03/11/2020,INDIAN Rs.
PAKISTAN Rs.,0.4895,0.4815,0.4865,0.4845,03/11/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/11/2020,IRAN Toman
CNY¥,11.2542,10.8542,11.1542,10.9542,03/11/2020,CNY¥
UAE DIRHAM,20.7875,20.6875,20.7675,20.7075,03/11/2020,UAE DIRHAM
SAUDI RIYAL,20.1607,20.0607,20.1407,20.0807,03/11/2020,SAUDI RIYAL
USD$,76.2063,76.0063,76.1563,76.0563,03/12/2020,USD$
EURO€,85.6833,85.0833,85.5133,85.2533,03/12/2020,EURO€
POUND£,97.2750,96.4750,97.0250,96.7250,03/12/2020,POUND£
SWISS₣,77.0000,76.5000,76.8500,76.6500,03/12/2020,SWISS₣
INDIAN Rs.,1.0525,1.0425,1.0495,1.0455,03/12/2020,INDIAN Rs.
PAKISTAN Rs.,0.4872,0.4792,0.4842,0.4822,03/12/2020,PAKISTAN Rs.
IRAN Toman,0.0054,0.0048,0.0053,0.0049,03/12/2020,IRAN Toman
CNY¥,11.2667,10.8667,11.1667,10.9667,03/12/2020,CNY¥
UAE DIRHAM,20.5833,20.4833,20.5633,20.5033,03/12/2020,UAE DIRHAM
SAUDI RIYAL,20.0913,19.9913,20.0713,20.0113,03/12/2020,SAUDI RIYAL
USD$,76.2283,76.0283,76.1783,76.0783,03/14/2020,USD$
EURO€,84.6000,84.0000,84.4300,84.1700,03/14/2020,EURO€
POUND£,95.8750,95.0750,95.6250,95.3250,03/14/2020,POUND£
SWISS₣,77.6700,77.1700,77.5200,77.3200,03/14/2020,SWISS₣
INDIAN Rs.,1.0588,1.0488,1.0558,1.0518,03/14/2020,INDIAN Rs.
PAKISTAN Rs.,0.4891,0.4811,0.4861,0.4841,03/14/2020,PAKISTAN Rs.
IRAN Toman,0.0053,0.0047,0.0052,0.0048,03/14/2020,IRAN Toman
CNY¥,11.0917,10.6917,10.9917,10.7917,03/14/2020,CNY¥
UAE DIRHAM,20.5786,20.4786,20.5586,20.4986,03/14/2020,UAE DIRHAM
SAUDI RIYAL,19.9958,19.8958,19.9758,19.9158,03/14/2020,SAUDI RIYAL
USD$,76.2275,76.0275,76.1775,76.0775,03/15/2020,USD$
EURO€,84.0417,83.4417,83.8717,83.6117,03/15/2020,EURO€
POUND£,93.2250,92.4250,92.9750,92.6750,03/15/2020,POUND£
SWISS₣,77.7100,77.2100,77.5600,77.3600,03/15/2020,SWISS₣
INDIAN Rs.,1.0493,1.0393,1.0463,1.0423,03/15/2020,INDIAN Rs.
PAKISTAN Rs.,0.4903,0.4823,0.4873,0.4853,03/15/2020,PAKISTAN Rs.
IRAN Toman,0.0053,0.0047,0.0052,0.0048,03/15/2020,IRAN Toman
CNY¥,11.2917,10.8917,11.1917,10.9917,03/15/2020,CNY¥
UAE DIRHAM,20.3906,20.2906,20.3706,20.3106,03/15/2020,UAE DIRHAM
SAUDI RIYAL,19.7831,19.6831,19.7631,19.7031,03/15/2020,SAUDI RIYAL
USD$,75.9767,75.7767,75.9267,75.8267,03/16/2020,USD$
EURO€,83.7500,83.1500,83.5800,83.3200,03/16/2020,EURO€
POUND£,92.9250,92.1250,92.6750,92.3750,03/16/2020,POUND£
SWISS₣,77.3500,76.8500,77.20000,77.0000,03/16/2020,SWISS₣
INDIAN Rs.,1.0283,1.0183,1.0253,1.0213,03/16/2020,INDIAN Rs.
PAKISTAN Rs.,0.4893,0.4813,0.4863,0.4843,03/16/2020,PAKISTAN Rs.
IRAN Toman,0.0053,0.0047,0.0052,0.0048,03/16/2020,IRAN Toman
CNY¥,10.7375,10.3375,10.6375,10.4375,03/16/2020,CNY¥
UAE DIRHAM,20.4292,20.3292,20.4092,20.3492,03/16/2020,UAE DIRHAM
SAUDI RIYAL,19.7708,19.6708,19.7508,19.6908,03/16/2020,SAUDI RIYAL
USD$,76.1125,75.9125,76.0625,75.9625,03/17/2020,USD$
EURO€,84.0500,83.4500,83.8800,83.6200,03/17/2020,EURO€
POUND£,92.7833,91.9833,92.5333,92.2333,03/17/2020,POUND£
SWISS₣,77.8250,77.3250,7.6750,77.4750,03/17/2020,SWISS₣
INDIAN Rs.,1.0363,1.0263,1.0333,1.0293,03/17/2020,INDIAN Rs.
PAKISTAN Rs.,0.4878,0.4798,0.4848,0.4828,03/17/2020,PAKISTAN Rs.
IRAN Toman,0.0052,0.0046,0.0051,0.0047,03/17/2020,IRAN Toman
CNY¥,10.9717,10.3917,10.6917,10.4917,03/17/2020,CNY¥
UAE DIRHAM,20.5250,20.4250,20.5050,20.4450,03/17/2020,UAE DIRHAM
SAUDI RIYAL,19.8575,19.7575,19.8375,19.7775,03/17/2020,SAUDI RIYAL
USD$,76.0500,75.8500,76.0000,75.9000,03/18/2020,USD$
EURO€,83.7469,83.1469,83.5769,83.3169,03/18/2020,EURO€
POUND£,92.3500,91.5500,92.1000,91.8000,03/18/2020,POUND£
SWISS₣,76.5344,76.0344,76.3844,76.1844,03/18/2020,SWISS₣
INDIAN Rs.,1.0250,1.0150,1.0220,1.0180,03/18/2020,INDIAN Rs.
PAKISTAN Rs.,0.4877,0.4797,0.4847,0.4827,03/18/2020,PAKISTAN Rs.
IRAN Toman,0.0051,0.0045,0.0050,0.0046,03/18/2020,IRAN Toman
CNY¥,10.8643,10.4643,10.7643,10.5643,03/18/2020,CNY¥
UAE DIRHAM,20.4222,20.3222,20.4022,20.3422,03/18/2020,UAE DIRHAM
SAUDI RIYAL,19.8406,19.7406,19.8206,19.7606,03/18/2020,SAUDI RIYAL
USD$,76.1500,75.9500,76.1000,76.000,03/19/2020,USD$
EURO€,83.0500,82.4500,82.8800,82.6200,03/19/2020,EURO€
POUND£,88.8438,88.0438,88.5938,88.2938,03/19/2020,POUND£
SWISS₣,75.0250,74.5250,74.8750,74.6750,03/19/2020,SWISS₣
